end_date_year_month,start_date_year_month,start_date_year_quarter,end_date_year_quarter,start_date_quarter,start_date_year,id,start_date,start_date_month,end_date,end_date_month,end_date_quarter,end_date_year,service_division_owner,service_result,ward_id,estimated_cost,Ward Name,Latitude,Longitude
2022 Sep,2022 Aug,2022 Q3,2022 Q3,Q3,2022,3803,2022-08-06,August,2022-09-25,September,Q3,2022,Toronto Water,PASS,18,684000,Willowdale,43.77,-79.41
2022 Oct,2022 Aug,2022 Q3,2022 Q4,Q3,2022,18551,2022-08-06,August,2022-10-13,October,Q4,2022,Toronto Water,PASS,18,297000,Willowdale,43.77,-79.41
2022 Oct,2022 Aug,2022 Q3,2022 Q4,Q3,2022,7201,2022-08-07,August,2022-10-19,October,Q4,2022,Transportation Services,FAIL,17,120000,Don Valley North,43.78,-79.35
2022 Aug,2022 Aug,2022 Q3,2022 Q3,Q3,2022,6946,2022-08-08,August,2022-08-22,August,Q3,2022,Solid Waste Management,PASS,22,420000,Scarborough–Agincourt,43.8,-79.27
2022 Oct,2022 Aug,2022 Q3,2022 Q4,Q3,2022,11172,2022-08-08,August,2022-10-25,October,Q4,2022,Municipal Licensing & Standards,FAIL,11,48000,University–Rosedale,43.67,-79.4
2022 Dec,2022 Aug,2022 Q3,2022 Q4,Q3,2022,15671,2022-08-08,August,2022-12-03,December,Q4,2022,Transportation Services,FAIL,8,207000,Eglinton–Lawrence,43.72,-79.43
2022 Oct,2022 Aug,2022 Q3,2022 Q4,Q3,2022,2643,2022-08-09,August,2022-10-15,October,Q4,2022,Solid Waste Management,PASS,7,90000,Humber River–Black Creek,43.74,-79.52
2022 Nov,2022 Aug,2022 Q3,2022 Q4,Q3,2022,15769,2022-08-09,August,2022-11-03,November,Q4,2022,Transportation Services,PASS,20,153000,Scarborough Southwest,43.71,-79.26
2022 Nov,2022 Aug,2022 Q3,2022 Q4,Q3,2022,6748,2022-08-11,August,2022-11-25,November,Q4,2022,Transportation Services,PASS,20,72000,Scarborough Southwest,43.71,-79.26
2022 Nov,2022 Aug,2022 Q3,2022 Q4,Q3,2022,10577,2022-08-11,August,2022-11-23,November,Q4,2022,"Parks, Forestry & Recreation",PASS,13,9000,Toronto Centre,43.66,-79.37
2022 Sep,2022 Aug,2022 Q3,2022 Q3,Q3,2022,14761,2022-08-11,August,2022-09-07,September,Q3,2022,Municipal Licensing & Standards,FAIL,15,549000,Don Valley West,43.72,-79.36
2022 Dec,2022 Aug,2022 Q3,2022 Q4,Q3,2022,14851,2022-08-11,August,2022-12-03,December,Q4,2022,Transportation Services,PASS,6,348000,York Centre,43.75,-79.45
2022 Oct,2022 Aug,2022 Q3,2022 Q4,Q3,2022,3440,2022-08-12,August,2022-10-19,October,Q4,2022,"Parks, Forestry & Recreation",FAIL,9,288000,Davenport,43.67,-79.44
2022 Nov,2022 Aug,2022 Q3,2022 Q4,Q3,2022,12753,2022-08-12,August,2022-11-10,November,Q4,2022,Toronto Water,PASS,8,306000,Eglinton–Lawrence,43.72,-79.43
2022 Aug,2022 Aug,2022 Q3,2022 Q3,Q3,2022,766,2022-08-13,August,2022-08-23,August,Q3,2022,Transportation Services,PASS,1,684000,Etobicoke North,43.733,-79.565
2022 Dec,2022 Aug,2022 Q3,2022 Q4,Q3,2022,6128,2022-08-13,August,2022-12-31,December,Q4,2022,"Parks, Forestry & Recreation",FAIL,25,222000,Scarborough–Rouge Park,43.81,-79.13
2022 Sep,2022 Aug,2022 Q3,2022 Q3,Q3,2022,6622,2022-08-13,August,2022-09-20,September,Q3,2022,Toronto Water,PASS,22,201000,Scarborough–Agincourt,43.8,-79.27
2022 Sep,2022 Aug,2022 Q3,2022 Q3,Q3,2022,19362,2022-08-13,August,2022-09-05,September,Q3,2022,"Parks, Forestry & Recreation",PASS,24,27000,Scarborough–Guildwood,43.74,-79.22
2022 Sep,2022 Aug,2022 Q3,2022 Q3,Q3,2022,13486,2022-08-14,August,2022-09-16,September,Q3,2022,Solid Waste Management,PASS,16,90000,Don Valley East,43.75,-79.34
2022 Dec,2022 Aug,2022 Q3,2022 Q4,Q3,2022,15491,2022-08-14,August,2022-12-02,December,Q4,2022,Toronto Water,FAIL,11,24000,University–Rosedale,43.67,-79.4
2022 Dec,2022 Aug,2022 Q3,2022 Q4,Q3,2022,434,2022-08-15,August,2022-12-08,December,Q4,2022,Municipal Licensing & Standards,FAIL,9,444000,Davenport,43.67,-79.44
2022 Nov,2022 Aug,2022 Q3,2022 Q4,Q3,2022,8973,2022-08-15,August,2022-11-11,November,Q4,2022,Transportation Services,PASS,23,237000,Scarborough North,43.82,-79.24
2023 Jan,2022 Aug,2022 Q3,2023 Q1,Q3,2022,8976,2022-08-15,August,2023-01-13,January,Q1,2023,"Parks, Forestry & Recreation",PASS,23,576000,Scarborough North,43.82,-79.24
2022 Aug,2022 Aug,2022 Q3,2022 Q3,Q3,2022,12143,2022-08-15,August,2022-08-30,August,Q3,2022,Municipal Licensing & Standards,PASS,11,666000,University–Rosedale,43.67,-79.4
2022 Nov,2022 Aug,2022 Q3,2022 Q4,Q3,2022,14457,2022-08-15,August,2022-11-03,November,Q4,2022,Transportation Services,PASS,13,438000,Toronto Centre,43.66,-79.37
2022 Nov,2022 Aug,2022 Q3,2022 Q4,Q3,2022,17136,2022-08-15,August,2022-11-08,November,Q4,2022,"Parks, Forestry & Recreation",PASS,16,18000,Don Valley East,43.75,-79.34
2022 Sep,2022 Aug,2022 Q3,2022 Q3,Q3,2022,402,2022-08-16,August,2022-09-10,September,Q3,2022,Transportation Services,PASS,25,153000,Scarborough–Rouge Park,43.81,-79.13
2022 Nov,2022 Aug,2022 Q3,2022 Q4,Q3,2022,4370,2022-08-16,August,2022-11-17,November,Q4,2022,Toronto Water,PASS,8,522000,Eglinton–Lawrence,43.72,-79.43
2022 Aug,2022 Aug,2022 Q3,2022 Q3,Q3,2022,6469,2022-08-16,August,2022-08-17,August,Q3,2022,Transportation Services,PASS,14,270000,Toronto–Danforth,43.68,-79.34
2022 Dec,2022 Aug,2022 Q3,2022 Q4,Q3,2022,9933,2022-08-16,August,2022-12-13,December,Q4,2022,Solid Waste Management,FAIL,7,477000,Humber River–Black Creek,43.74,-79.52
2023 Jan,2022 Aug,2022 Q3,2023 Q1,Q3,2022,12012,2022-08-16,August,2023-01-14,January,Q1,2023,"Parks, Forestry & Recreation",PASS,13,522000,Toronto Centre,43.66,-79.37
2022 Sep,2022 Aug,2022 Q3,2022 Q3,Q3,2022,6526,2022-08-17,August,2022-09-29,September,Q3,2022,Municipal Licensing & Standards,PASS,9,621000,Davenport,43.67,-79.44
2022 Oct,2022 Aug,2022 Q3,2022 Q4,Q3,2022,19748,2022-08-17,August,2022-10-18,October,Q4,2022,"Parks, Forestry & Recreation",PASS,5,846000,York South–Weston,43.7,-79.49
2022 Oct,2022 Aug,2022 Q3,2022 Q4,Q3,2022,2095,2022-08-18,August,2022-10-10,October,Q4,2022,Transportation Services,PASS,4,693000,Parkdale–High Park,43.65,-79.46
2022 Oct,2022 Aug,2022 Q3,2022 Q4,Q3,2022,3623,2022-08-20,August,2022-10-14,October,Q4,2022,Toronto Water,PASS,11,6000,University–Rosedale,43.67,-79.4
2022 Sep,2022 Aug,2022 Q3,2022 Q3,Q3,2022,17665,2022-08-20,August,2022-09-06,September,Q3,2022,Toronto Water,PASS,20,657000,Scarborough Southwest,43.71,-79.26
2022 Sep,2022 Aug,2022 Q3,2022 Q3,Q3,2022,4319,2022-08-21,August,2022-09-29,September,Q3,2022,Solid Waste Management,FAIL,7,378000,Humber River–Black Creek,43.74,-79.52
2022 Sep,2022 Aug,2022 Q3,2022 Q3,Q3,2022,1490,2022-08-22,August,2022-09-05,September,Q3,2022,Transportation Services,PASS,6,72000,York Centre,43.75,-79.45
2022 Nov,2022 Aug,2022 Q3,2022 Q4,Q3,2022,17686,2022-08-22,August,2022-11-03,November,Q4,2022,"Parks, Forestry & Recreation",PASS,2,246000,Etobicoke Centre,43.67,-79.55
2022 Oct,2022 Aug,2022 Q3,2022 Q4,Q3,2022,3110,2022-08-24,August,2022-10-19,October,Q4,2022,Transportation Services,FAIL,1,126000,Etobicoke North,43.733,-79.565
2022 Sep,2022 Aug,2022 Q3,2022 Q3,Q3,2022,5810,2022-08-24,August,2022-09-14,September,Q3,2022,Transportation Services,FAIL,10,243000,Spadina–Fort York,43.64,-79.39
2022 Aug,2022 Aug,2022 Q3,2022 Q3,Q3,2022,12752,2022-08-24,August,2022-08-29,August,Q3,2022,Transportation Services,PASS,21,237000,Scarborough Centre,43.76,-79.25
2022 Oct,2022 Aug,2022 Q3,2022 Q4,Q3,2022,19882,2022-08-24,August,2022-10-13,October,Q4,2022,Transportation Services,FAIL,13,495000,Toronto Centre,43.66,-79.37
2022 Nov,2022 Aug,2022 Q3,2022 Q4,Q3,2022,6479,2022-08-26,August,2022-11-25,November,Q4,2022,Transportation Services,PASS,9,684000,Davenport,43.67,-79.44
2023 Jan,2022 Aug,2022 Q3,2023 Q1,Q3,2022,14356,2022-08-27,August,2023-01-21,January,Q1,2023,"Parks, Forestry & Recreation",PASS,4,432000,Parkdale–High Park,43.65,-79.46
2022 Oct,2022 Aug,2022 Q3,2022 Q4,Q3,2022,10640,2022-08-29,August,2022-10-01,October,Q4,2022,Transportation Services,PASS,1,174000,Etobicoke North,43.733,-79.565
2022 Sep,2022 Aug,2022 Q3,2022 Q3,Q3,2022,10387,2022-08-30,August,2022-09-06,September,Q3,2022,Toronto Water,FAIL,11,312000,University–Rosedale,43.67,-79.4
2022 Oct,2022 Aug,2022 Q3,2022 Q4,Q3,2022,16708,2022-08-30,August,2022-10-29,October,Q4,2022,Transportation Services,PASS,24,891000,Scarborough–Guildwood,43.74,-79.22
2022 Nov,2022 Aug,2022 Q3,2022 Q4,Q3,2022,12167,2022-08-31,August,2022-11-30,November,Q4,2022,Toronto Water,PASS,7,891000,Humber River–Black Creek,43.74,-79.52
2022 Dec,2022 Aug,2022 Q3,2022 Q4,Q3,2022,12893,2022-08-31,August,2022-12-18,December,Q4,2022,Toronto Water,FAIL,25,135000,Scarborough–Rouge Park,43.81,-79.13
2022 Dec,2022 Aug,2022 Q3,2022 Q4,Q3,2022,16575,2022-08-31,August,2022-12-18,December,Q4,2022,"Parks, Forestry & Recreation",FAIL,4,495000,Parkdale–High Park,43.65,-79.46
2023 Jan,2022 Sep,2022 Q3,2023 Q1,Q3,2022,3386,2022-09-01,September,2023-01-02,January,Q1,2023,"Parks, Forestry & Recreation",FAIL,15,39000,Don Valley West,43.72,-79.36
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,14222,2022-09-02,September,2022-10-13,October,Q4,2022,Municipal Licensing & Standards,PASS,23,108000,Scarborough North,43.82,-79.24
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,14448,2022-09-02,September,2022-10-22,October,Q4,2022,Toronto Water,PASS,3,90000,Etobicoke–Lakeshore,43.62,-79.51
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,10603,2022-09-03,September,2022-10-30,October,Q4,2022,Solid Waste Management,FAIL,5,603000,York South–Weston,43.7,-79.49
2022 Nov,2022 Sep,2022 Q3,2022 Q4,Q3,2022,15372,2022-09-05,September,2022-11-20,November,Q4,2022,Transportation Services,PASS,22,207000,Scarborough–Agincourt,43.8,-79.27
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,2285,2022-09-06,September,2022-10-12,October,Q4,2022,Municipal Licensing & Standards,PASS,16,198000,Don Valley East,43.75,-79.34
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,17173,2022-09-06,September,2022-12-28,December,Q4,2022,Solid Waste Management,PASS,15,99000,Don Valley West,43.72,-79.36
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,20164,2022-09-06,September,2022-12-24,December,Q4,2022,Toronto Water,FAIL,13,81000,Toronto Centre,43.66,-79.37
2022 Nov,2022 Sep,2022 Q3,2022 Q4,Q3,2022,10232,2022-09-07,September,2022-11-14,November,Q4,2022,"Parks, Forestry & Recreation",PASS,4,297000,Parkdale–High Park,43.65,-79.46
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,2252,2022-09-08,September,2022-10-04,October,Q4,2022,Solid Waste Management,FAIL,6,441000,York Centre,43.75,-79.45
2022 Sep,2022 Sep,2022 Q3,2022 Q3,Q3,2022,8514,2022-09-08,September,2022-09-20,September,Q3,2022,Municipal Licensing & Standards,FAIL,18,468000,Willowdale,43.77,-79.41
2022 Sep,2022 Sep,2022 Q3,2022 Q3,Q3,2022,10233,2022-09-08,September,2022-09-21,September,Q3,2022,Solid Waste Management,PASS,4,171000,Parkdale–High Park,43.65,-79.46
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,12312,2022-09-08,September,2022-12-04,December,Q4,2022,Municipal Licensing & Standards,PASS,10,492000,Spadina–Fort York,43.64,-79.39
2023 Jan,2022 Sep,2022 Q3,2023 Q1,Q3,2022,17152,2022-09-08,September,2023-01-04,January,Q1,2023,"Parks, Forestry & Recreation",,4,558000,Parkdale–High Park,43.65,-79.46
2022 Sep,2022 Sep,2022 Q3,2022 Q3,Q3,2022,2104,2022-09-09,September,2022-09-19,September,Q3,2022,Solid Waste Management,PASS,7,273000,Humber River–Black Creek,43.74,-79.52
2022 Sep,2022 Sep,2022 Q3,2022 Q3,Q3,2022,16367,2022-09-10,September,2022-09-23,September,Q3,2022,Toronto Water,PASS,18,459000,Willowdale,43.77,-79.41
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,18799,2022-09-10,September,2022-12-15,December,Q4,2022,Toronto Water,PASS,4,564000,Parkdale–High Park,43.65,-79.46
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,11020,2022-09-11,September,2022-10-03,October,Q4,2022,Solid Waste Management,FAIL,6,510000,York Centre,43.75,-79.45
2022 Nov,2022 Sep,2022 Q3,2022 Q4,Q3,2022,18199,2022-09-11,September,2022-11-29,November,Q4,2022,Transportation Services,PASS,6,177000,York Centre,43.75,-79.45
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,3287,2022-09-12,September,2022-10-22,October,Q4,2022,Solid Waste Management,PASS,24,114000,Scarborough–Guildwood,43.74,-79.22
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,6062,2022-09-12,September,2022-12-27,December,Q4,2022,Municipal Licensing & Standards,PASS,9,138000,Davenport,43.67,-79.44
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,16614,2022-09-12,September,2022-12-26,December,Q4,2022,"Parks, Forestry & Recreation",PASS,4,297000,Parkdale–High Park,43.65,-79.46
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,6418,2022-09-13,September,2022-10-30,October,Q4,2022,Solid Waste Management,PASS,12,378000,Toronto–St. Paul's,43.69,-79.41
2023 Feb,2022 Sep,2022 Q3,2023 Q1,Q3,2022,12559,2022-09-14,September,2023-02-08,February,Q1,2023,"Parks, Forestry & Recreation",PASS,12,126000,Toronto–St. Paul's,43.69,-79.41
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,8371,2022-09-15,September,2022-12-18,December,Q4,2022,Transportation Services,PASS,18,174000,Willowdale,43.77,-79.41
2023 Jan,2022 Sep,2022 Q3,2023 Q1,Q3,2022,8593,2022-09-15,September,2023-01-11,January,Q1,2023,Municipal Licensing & Standards,PASS,21,396000,Scarborough Centre,43.76,-79.25
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,9466,2022-09-15,September,2022-12-24,December,Q4,2022,Municipal Licensing & Standards,PASS,24,255000,Scarborough–Guildwood,43.74,-79.22
2023 Feb,2022 Sep,2022 Q3,2023 Q1,Q3,2022,9292,2022-09-16,September,2023-02-18,February,Q1,2023,"Parks, Forestry & Recreation",PASS,15,66000,Don Valley West,43.72,-79.36
2023 Jan,2022 Sep,2022 Q3,2023 Q1,Q3,2022,13649,2022-09-16,September,2023-01-05,January,Q1,2023,Solid Waste Management,PASS,9,405000,Davenport,43.67,-79.44
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,19628,2022-09-16,September,2022-10-30,October,Q4,2022,Toronto Water,PASS,25,72000,Scarborough–Rouge Park,43.81,-79.13
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,1919,2022-09-17,September,2022-12-10,December,Q4,2022,Solid Waste Management,FAIL,15,306000,Don Valley West,43.72,-79.36
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,16727,2022-09-17,September,2022-12-18,December,Q4,2022,Solid Waste Management,FAIL,4,51000,Parkdale–High Park,43.65,-79.46
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,7828,2022-09-18,September,2022-12-08,December,Q4,2022,Transportation Services,FAIL,20,42000,Scarborough Southwest,43.71,-79.26
2023 Jan,2022 Sep,2022 Q3,2023 Q1,Q3,2022,220,2022-09-19,September,2023-01-08,January,Q1,2023,Solid Waste Management,PASS,18,132000,Willowdale,43.77,-79.41
2023 Jan,2022 Sep,2022 Q3,2023 Q1,Q3,2022,515,2022-09-19,September,2023-01-12,January,Q1,2023,"Parks, Forestry & Recreation",PASS,9,135000,Davenport,43.67,-79.44
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,10808,2022-09-19,September,2022-12-29,December,Q4,2022,"Parks, Forestry & Recreation",PASS,16,378000,Don Valley East,43.75,-79.34
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,14853,2022-09-19,September,2022-10-21,October,Q4,2022,Municipal Licensing & Standards,FAIL,19,216000,Beaches–East York,43.68,-79.3
2023 Jan,2022 Sep,2022 Q3,2023 Q1,Q3,2022,11260,2022-09-20,September,2023-01-10,January,Q1,2023,Toronto Water,PASS,24,156000,Scarborough–Guildwood,43.74,-79.22
2022 Nov,2022 Sep,2022 Q3,2022 Q4,Q3,2022,14925,2022-09-20,September,2022-11-06,November,Q4,2022,Toronto Water,PASS,11,54000,University–Rosedale,43.67,-79.4
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,10769,2022-09-21,September,2022-12-20,December,Q4,2022,"Parks, Forestry & Recreation",PASS,4,528000,Parkdale–High Park,43.65,-79.46
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,19490,2022-09-21,September,2022-12-04,December,Q4,2022,"Parks, Forestry & Recreation",FAIL,7,270000,Humber River–Black Creek,43.74,-79.52
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,2733,2022-09-22,September,2022-10-08,October,Q4,2022,Solid Waste Management,FAIL,8,306000,Eglinton–Lawrence,43.72,-79.43
2022 Nov,2022 Sep,2022 Q3,2022 Q4,Q3,2022,18540,2022-09-22,September,2022-11-13,November,Q4,2022,Transportation Services,FAIL,21,108000,Scarborough Centre,43.76,-79.25
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,18961,2022-09-22,September,2022-10-28,October,Q4,2022,Toronto Water,PASS,23,216000,Scarborough North,43.82,-79.24
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,7060,2022-09-24,September,2022-12-18,December,Q4,2022,Solid Waste Management,PASS,6,45000,York Centre,43.75,-79.45
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,7441,2022-09-24,September,2022-12-20,December,Q4,2022,Toronto Water,FAIL,18,297000,Willowdale,43.77,-79.41
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,15572,2022-09-24,September,2022-12-26,December,Q4,2022,Solid Waste Management,PASS,8,123000,Eglinton–Lawrence,43.72,-79.43
2023 Jan,2022 Sep,2022 Q3,2023 Q1,Q3,2022,19653,2022-09-24,September,2023-01-09,January,Q1,2023,"Parks, Forestry & Recreation",PASS,22,153000,Scarborough–Agincourt,43.8,-79.27
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,5970,2022-09-25,September,2022-12-17,December,Q4,2022,Municipal Licensing & Standards,PASS,7,120000,Humber River–Black Creek,43.74,-79.52
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,19037,2022-09-25,September,2022-10-09,October,Q4,2022,"Parks, Forestry & Recreation",PASS,11,153000,University–Rosedale,43.67,-79.4
2022 Nov,2022 Sep,2022 Q3,2022 Q4,Q3,2022,577,2022-09-26,September,2022-11-20,November,Q4,2022,Transportation Services,PASS,14,60000,Toronto–Danforth,43.68,-79.34
2022 Nov,2022 Sep,2022 Q3,2022 Q4,Q3,2022,9147,2022-09-26,September,2022-11-27,November,Q4,2022,Toronto Water,PASS,6,534000,York Centre,43.75,-79.45
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,1011,2022-09-27,September,2022-12-06,December,Q4,2022,Toronto Water,FAIL,11,243000,University–Rosedale,43.67,-79.4
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,1827,2022-09-27,September,2022-10-28,October,Q4,2022,Transportation Services,PASS,19,594000,Beaches–East York,43.68,-79.3
2022 Sep,2022 Sep,2022 Q3,2022 Q3,Q3,2022,7756,2022-09-28,September,2022-09-29,September,Q3,2022,Toronto Water,FAIL,18,72000,Willowdale,43.77,-79.41
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,11886,2022-09-28,September,2022-10-28,October,Q4,2022,Municipal Licensing & Standards,PASS,2,60000,Etobicoke Centre,43.67,-79.55
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,4113,2022-09-29,September,2022-10-23,October,Q4,2022,Solid Waste Management,PASS,4,492000,Parkdale–High Park,43.65,-79.46
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,7732,2022-09-29,September,2022-12-21,December,Q4,2022,Transportation Services,FAIL,1,486000,Etobicoke North,43.733,-79.565
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,7795,2022-09-29,September,2022-12-31,December,Q4,2022,Toronto Water,FAIL,15,48000,Don Valley West,43.72,-79.36
2022 Dec,2022 Sep,2022 Q3,2022 Q4,Q3,2022,18388,2022-09-29,September,2022-12-09,December,Q4,2022,Toronto Water,PASS,6,42000,York Centre,43.75,-79.45
2022 Oct,2022 Sep,2022 Q3,2022 Q4,Q3,2022,5853,2022-09-30,September,2022-10-19,October,Q4,2022,Solid Waste Management,FAIL,25,54000,Scarborough–Rouge Park,43.81,-79.13
2022 Nov,2022 Sep,2022 Q3,2022 Q4,Q3,2022,7944,2022-09-30,September,2022-11-10,November,Q4,2022,Municipal Licensing & Standards,PASS,21,21000,Scarborough Centre,43.76,-79.25
2023 Jan,2022 Sep,2022 Q3,2023 Q1,Q3,2022,19622,2022-09-30,September,2023-01-25,January,Q1,2023,Transportation Services,FAIL,8,819000,Eglinton–Lawrence,43.72,-79.43
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,4293,2022-10-01,October,2023-01-08,January,Q1,2023,Municipal Licensing & Standards,FAIL,13,36000,Toronto Centre,43.66,-79.37
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,7032,2022-10-01,October,2022-12-08,December,Q4,2022,Toronto Water,FAIL,22,48000,Scarborough–Agincourt,43.8,-79.27
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,9973,2022-10-01,October,2023-01-29,January,Q1,2023,Toronto Water,PASS,2,294000,Etobicoke Centre,43.67,-79.55
2022 Oct,2022 Oct,2022 Q4,2022 Q4,Q4,2022,10787,2022-10-01,October,2022-10-26,October,Q4,2022,Municipal Licensing & Standards,PASS,1,261000,Etobicoke North,43.733,-79.565
2022 Oct,2022 Oct,2022 Q4,2022 Q4,Q4,2022,11621,2022-10-01,October,2022-10-10,October,Q4,2022,Municipal Licensing & Standards,PASS,11,126000,University–Rosedale,43.67,-79.4
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,14904,2022-10-01,October,2023-01-05,January,Q1,2023,Transportation Services,PASS,22,48000,Scarborough–Agincourt,43.8,-79.27
2023 Feb,2022 Oct,2022 Q4,2023 Q1,Q4,2022,15044,2022-10-01,October,2023-02-04,February,Q1,2023,"Parks, Forestry & Recreation",PASS,4,450000,Parkdale–High Park,43.65,-79.46
2022 Nov,2022 Oct,2022 Q4,2022 Q4,Q4,2022,18922,2022-10-01,October,2022-11-30,November,Q4,2022,Toronto Water,PASS,2,297000,Etobicoke Centre,43.67,-79.55
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,2201,2022-10-04,October,2023-01-07,January,Q1,2023,Municipal Licensing & Standards,PASS,15,270000,Don Valley West,43.72,-79.36
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,3082,2022-10-05,October,2022-12-22,December,Q4,2022,Toronto Water,PASS,6,666000,York Centre,43.75,-79.45
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,231,2022-10-06,October,2023-01-25,January,Q1,2023,Municipal Licensing & Standards,PASS,9,432000,Davenport,43.67,-79.44
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,488,2022-10-06,October,2023-01-05,January,Q1,2023,Toronto Water,PASS,13,240000,Toronto Centre,43.66,-79.37
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,7551,2022-10-06,October,2023-01-11,January,Q1,2023,Municipal Licensing & Standards,PASS,23,342000,Scarborough North,43.82,-79.24
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,8687,2022-10-07,October,2023-01-15,January,Q1,2023,Toronto Water,FAIL,4,873000,Parkdale–High Park,43.65,-79.46
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,12029,2022-10-07,October,2023-01-17,January,Q1,2023,Transportation Services,PASS,21,150000,Scarborough Centre,43.76,-79.25
2022 Oct,2022 Oct,2022 Q4,2022 Q4,Q4,2022,427,2022-10-08,October,2022-10-25,October,Q4,2022,Transportation Services,FAIL,3,570000,Etobicoke–Lakeshore,43.62,-79.51
2023 Mar,2022 Oct,2022 Q4,2023 Q1,Q4,2022,3785,2022-10-08,October,2023-03-03,March,Q1,2023,"Parks, Forestry & Recreation",FAIL,24,585000,Scarborough–Guildwood,43.74,-79.22
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,2229,2022-10-09,October,2022-12-06,December,Q4,2022,Transportation Services,FAIL,1,90000,Etobicoke North,43.733,-79.565
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,13182,2022-10-09,October,2023-01-13,January,Q1,2023,Municipal Licensing & Standards,PASS,11,456000,University–Rosedale,43.67,-79.4
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,8573,2022-10-10,October,2023-01-27,January,Q1,2023,Municipal Licensing & Standards,PASS,16,93000,Don Valley East,43.75,-79.34
2022 Nov,2022 Oct,2022 Q4,2022 Q4,Q4,2022,17437,2022-10-10,October,2022-11-01,November,Q4,2022,Transportation Services,PASS,16,495000,Don Valley East,43.75,-79.34
2023 Feb,2022 Oct,2022 Q4,2023 Q1,Q4,2022,19019,2022-10-11,October,2023-02-06,February,Q1,2023,Solid Waste Management,PASS,17,156000,Don Valley North,43.78,-79.35
2022 Nov,2022 Oct,2022 Q4,2022 Q4,Q4,2022,14031,2022-10-12,October,2022-11-07,November,Q4,2022,Solid Waste Management,PASS,8,171000,Eglinton–Lawrence,43.72,-79.43
2022 Nov,2022 Oct,2022 Q4,2022 Q4,Q4,2022,1371,2022-10-13,October,2022-11-08,November,Q4,2022,Transportation Services,FAIL,7,360000,Humber River–Black Creek,43.74,-79.52
